[Header]
Manifest Version	1.2
ReferenceGenome	Homo_sapiens\UCSC\hg19\Sequence\WholeGenomeFASTA

[Regions]
Name	Chromosome	Start	End	Upstream Probe Length	Downstream Probe Length
CEX-chr1-153509770-153509914	chr1	153509770	153509914	0	0
CEX-chr1-153512528-153512683	chr1	153512528	153512683	0	0
CEX-chr1-153513831-153513930	chr1	153513831	153513930	0	0
CEX-chr1-153516233-153516401	chr1	153516233	153516401	0	0
CEX-chr1-153517128-153517272	chr1	153517128	153517272	0	0
CEX-chr1-153520156-153520324	chr1	153520156	153520324	0	0
CEX-chr1-153520788-153520963	chr1	153520788	153520963	0	0
CEX-chr1-153533913-153534102	chr1	153533913	153534102	0	0
CEX-chr1-153535889-153536012	chr1	153535889	153536012	0	0
CEX-chr1-153536208-153536352	chr1	153536208	153536352	0	0
CEX-chr1-153580008-153580170	chr1	153580008	153580170	0	0
CEX-chr1-153580473-153580629	chr1	153580473	153580629	0	0
CEX-chr1-153587359-153587500	chr1	153587359	153587500	0	0
CEX-chr1-153587709-153587859	chr1	153587709	153587859	0	0
CEX-chr1-153588270-153588369	chr1	153588270	153588369	0	0
CEX-chr1-153591369-153591516	chr1	153591369	153591516	0	0
CEX-chr1-153598794-153598950	chr1	153598794	153598950	0	0
CEX-chr1-153600537-153600636	chr1	153600537	153600636	0	0
CEX-chr1-153600888-153600987	chr1	153600888	153600987	0	0
CEX-chr1-153602984-153603140	chr1	153602984	153603140	0	0
CEX-chr1-153603948-153604047	chr1	153603948	153604047	0	0
CEX-chr1-153604172-153604319	chr1	153604172	153604319	0	0
CEX-chr1-153609048-153609147	chr1	153609048	153609147	0	0
CEX-chr1-153610769-153611002	chr1	153610769	153611002	0	0
CEX-chr1-153614718-153614925	chr1	153614718	153614925	0	0
CEX-chr1-153615630-153615842	chr1	153615630	153615842	0	0
CEX-chr1-153617538-153617747	chr1	153617538	153617747	0	0
CEX-chr1-153631187-153631397	chr1	153631187	153631397	0	0
CEX-chr1-153631588-153631687	chr1	153631588	153631687	0	0
CEX-chr1-153631922-153632044	chr1	153631922	153632044	0	0
CEX-chr1-153633674-153633779	chr1	153633674	153633779	0	0
CEX-chr1-153634870-153635034	chr1	153634870	153635034	0	0
CEX-chr1-153635177-153635276	chr1	153635177	153635276	0	0
CEX-chr1-153635493-153635611	chr1	153635493	153635611	0	0
CEX-chr1-153635672-153635771	chr1	153635672	153635771	0	0
CEX-chr1-153636513-153636612	chr1	153636513	153636612	0	0
CEX-chr1-153636862-153636961	chr1	153636862	153636961	0	0
CEX-chr1-153637694-153637814	chr1	153637694	153637814	0	0
CEX-chr1-153638035-153638206	chr1	153638035	153638206	0	0
CEX-chr1-153639971-153640135	chr1	153639971	153640135	0	0
CEX-chr1-153640465-153640564	chr1	153640465	153640564	0	0
CEX-chr1-153640872-153641035	chr1	153640872	153641035	0	0
CEX-chr1-153642284-153642383	chr1	153642284	153642383	0	0
CEX-chr1-153642627-153642726	chr1	153642627	153642726	0	0
CEX-chr1-153643347-153643446	chr1	153643347	153643446	0	0
CEX-chr1-153651583-153652312	chr1	153651583	153652312	0	0
CEX-chr1-153652975-153653178	chr1	153652975	153653178	0	0
CEX-chr1-153653654-153653771	chr1	153653654	153653771	0	0
CEX-chr1-153654178-153654317	chr1	153654178	153654317	0	0
CEX-chr1-153654970-153655069	chr1	153654970	153655069	0	0
CEX-chr1-153655850-153655989	chr1	153655850	153655989	0	0
CEX-chr1-153656209-153656308	chr1	153656209	153656308	0	0
CEX-chr1-153657438-153657562	chr1	153657438	153657562	0	0
CEX-chr1-153658270-153658369	chr1	153658270	153658369	0	0
CEX-chr1-153658588-153658687	chr1	153658588	153658687	0	0
CEX-chr1-153659120-153659228	chr1	153659120	153659228	0	0
CEX-chr1-153659478-153659577	chr1	153659478	153659577	0	0
CEX-chr1-153659674-153659834	chr1	153659674	153659834	0	0
CEX-chr1-153660108-153660267	chr1	153660108	153660267	0	0
CEX-chr1-153660527-153660699	chr1	153660527	153660699	0	0
CEX-chr1-153661427-153661577	chr1	153661427	153661577	0	0
CEX-chr1-153661662-153661789	chr1	153661662	153661789	0	0
CEX-chr1-153661914-153662013	chr1	153661914	153662013	0	0
CEX-chr1-153662280-153662458	chr1	153662280	153662458	0	0
CEX-chr1-153662758-153662860	chr1	153662758	153662860	0	0
CEX-chr1-153665570-153665775	chr1	153665570	153665775	0	0
CEX-chr1-153665810-153665909	chr1	153665810	153665909	0	0
CEX-chr1-153701069-153701307	chr1	153701069	153701307	0	0
CEX-chr1-153713119-153713218	chr1	153713119	153713218	0	0
CEX-chr1-153713753-153713852	chr1	153713753	153713852	0	0
CEX-chr1-153719431-153719548	chr1	153719431	153719548	0	0
CEX-chr1-153719748-153719847	chr1	153719748	153719847	0	0
CEX-chr1-153721149-153721248	chr1	153721149	153721248	0	0
CEX-chr1-153723569-153723717	chr1	153723569	153723717	0	0
CEX-chr1-153724703-153724886	chr1	153724703	153724886	0	0
CEX-chr1-153727116-153727217	chr1	153727116	153727217	0	0
CEX-chr1-153730046-153730241	chr1	153730046	153730241	0	0
CEX-chr1-153731996-153732095	chr1	153731996	153732095	0	0
CEX-chr1-153732777-153732876	chr1	153732777	153732876	0	0
CEX-chr1-153733299-153733398	chr1	153733299	153733398	0	0
CEX-chr1-153734044-153734154	chr1	153734044	153734154	0	0
CEX-chr1-153735202-153735325	chr1	153735202	153735325	0	0
CEX-chr1-153735707-153735840	chr1	153735707	153735840	0	0
CEX-chr1-153736286-153736385	chr1	153736286	153736385	0	0
CEX-chr1-153736592-153736699	chr1	153736592	153736699	0	0
CEX-chr1-153737139-153737238	chr1	153737139	153737238	0	0
CEX-chr1-153737418-153737541	chr1	153737418	153737541	0	0
CEX-chr1-153740148-153740305	chr1	153740148	153740305	0	0
CEX-chr1-153741354-153741453	chr1	153741354	153741453	0	0
CEX-chr1-153742233-153742332	chr1	153742233	153742332	0	0
CEX-chr1-153742672-153742789	chr1	153742672	153742789	0	0
CEX-chr1-153743136-153743235	chr1	153743136	153743235	0	0
CEX-chr1-153744270-153744441	chr1	153744270	153744441	0	0
CEX-chr1-153744814-153745189	chr1	153744814	153745189	0	0
CEX-chr1-153745399-153745559	chr1	153745399	153745559	0	0
CEX-chr1-153745658-153745757	chr1	153745658	153745757	0	0
CEX-chr1-153747578-153748642	chr1	153747578	153748642	0	0
CEX-chr1-153748992-153749205	chr1	153748992	153749205	0	0
CEX-chr1-153749536-153749698	chr1	153749536	153749698	0	0
CEX-chr1-153750235-153750363	chr1	153750235	153750363	0	0
CEX-chr1-153750635-153750833	chr1	153750635	153750833	0	0
CEX-chr1-153750935-153751034	chr1	153750935	153751034	0	0
CEX-chr1-153751161-153751363	chr1	153751161	153751363	0	0
CEX-chr1-153751588-153751689	chr1	153751588	153751689	0	0
CEX-chr1-153751817-153751951	chr1	153751817	153751951	0	0
CEX-chr1-153752300-153752480	chr1	153752300	153752480	0	0
CEX-chr1-153782611-153782840	chr1	153782611	153782840	0	0
CEX-chr1-153784135-153784326	chr1	153784135	153784326	0	0
CEX-chr1-153784496-153784610	chr1	153784496	153784610	0	0
CEX-chr1-153785724-153785930	chr1	153785724	153785930	0	0
CEX-chr1-153788747-153789066	chr1	153788747	153789066	0	0
CEX-chr1-153789846-153790020	chr1	153789846	153790020	0	0
CEX-chr1-153790514-153790649	chr1	153790514	153790649	0	0
CEX-chr1-153791265-153791400	chr1	153791265	153791400	0	0
CEX-chr1-153792080-153792213	chr1	153792080	153792213	0	0
CEX-chr1-153800487-153800825	chr1	153800487	153800825	0	0
CEX-chr1-153902772-153902918	chr1	153902772	153902918	0	0
CEX-chr1-153902997-153903096	chr1	153902997	153903096	0	0
CEX-chr1-153903167-153903333	chr1	153903167	153903333	0	0
CEX-chr1-153903381-153903591	chr1	153903381	153903591	0	0
CEX-chr1-153904679-153904916	chr1	153904679	153904916	0	0
CEX-chr1-153905117-153905253	chr1	153905117	153905253	0	0
CEX-chr1-153905336-153905506	chr1	153905336	153905506	0	0
CEX-chr1-153905672-153905795	chr1	153905672	153905795	0	0
CEX-chr1-153905948-153906347	chr1	153905948	153906347	0	0
CEX-chr1-153906610-153906799	chr1	153906610	153906799	0	0
CEX-chr1-153907235-153907440	chr1	153907235	153907440	0	0
CEX-chr1-153908535-153908664	chr1	153908535	153908664	0	0
CEX-chr1-153909017-153909224	chr1	153909017	153909224	0	0
CEX-chr1-153909963-153910090	chr1	153909963	153910090	0	0
CEX-chr1-153910199-153910339	chr1	153910199	153910339	0	0
CEX-chr1-153911375-153911521	chr1	153911375	153911521	0	0
CEX-chr1-153912064-153912280	chr1	153912064	153912280	0	0
CEX-chr1-153912631-153912732	chr1	153912631	153912732	0	0
CEX-chr1-153912906-153913082	chr1	153912906	153913082	0	0
CEX-chr1-153913379-153913524	chr1	153913379	153913524	0	0
CEX-chr1-153913626-153913932	chr1	153913626	153913932	0	0
CEX-chr1-153914344-153914589	chr1	153914344	153914589	0	0
CEX-chr1-153914632-153914832	chr1	153914632	153914832	0	0
CEX-chr1-153914957-153915116	chr1	153914957	153915116	0	0
CEX-chr1-153915353-153915606	chr1	153915353	153915606	0	0
CEX-chr1-153916533-153916881	chr1	153916533	153916881	0	0
CEX-chr1-153917566-153917665	chr1	153917566	153917665	0	0
CEX-chr1-153920583-153920807	chr1	153920583	153920807	0	0
CEX-chr1-153920932-153921122	chr1	153920932	153921122	0	0
CEX-chr1-153921323-153921422	chr1	153921323	153921422	0	0
CEX-chr1-153921589-153921862	chr1	153921589	153921862	0	0
CEX-chr1-153923723-153924152	chr1	153923723	153924152	0	0
CEX-chr1-153924492-153924740	chr1	153924492	153924740	0	0
CEX-chr1-153924848-153924947	chr1	153924848	153924947	0	0
CEX-chr1-153925030-153925129	chr1	153925030	153925129	0	0
CEX-chr1-153925246-153925345	chr1	153925246	153925345	0	0
CEX-chr1-153925693-153925899	chr1	153925693	153925899	0	0
CEX-chr1-153925999-153926098	chr1	153925999	153926098	0	0
CEX-chr1-153926712-153926811	chr1	153926712	153926811	0	0
CEX-chr1-153927346-153927467	chr1	153927346	153927467	0	0
CEX-chr1-153927539-153927644	chr1	153927539	153927644	0	0
CEX-chr1-153930789-153930975	chr1	153930789	153930975	0	0
CEX-chr1-153932572-153933232	chr1	153932572	153933232	0	0
CEX-chr1-153934694-153934828	chr1	153934694	153934828	0	0
CEX-chr1-153935003-153935193	chr1	153935003	153935193	0	0
CEX-chr1-153941000-153941177	chr1	153941000	153941177	0	0
CEX-chr1-153941404-153941934	chr1	153941404	153941934	0	0
CEX-chr1-153945218-153945330	chr1	153945218	153945330	0	0
CEX-chr1-153945446-153945556	chr1	153945446	153945556	0	0
CEX-chr1-153945656-153945755	chr1	153945656	153945755	0	0
CEX-chr1-153945849-153945948	chr1	153945849	153945948	0	0
CEX-chr1-153946094-153946194	chr1	153946094	153946194	0	0
CEX-chr1-153946346-153946543	chr1	153946346	153946543	0	0
CEX-chr1-153947153-153947313	chr1	153947153	153947313	0	0
CEX-chr1-153948292-153948391	chr1	153948292	153948391	0	0
CEX-chr1-153949167-153949285	chr1	153949167	153949285	0	0
CEX-chr1-153949421-153949520	chr1	153949421	153949520	0	0
CEX-chr1-153949638-153949737	chr1	153949638	153949737	0	0
CEX-chr1-153954564-153954663	chr1	153954564	153954663	0	0
CEX-chr1-153954844-153954943	chr1	153954844	153954943	0	0
CEX-chr1-153954994-153955093	chr1	153954994	153955093	0	0
CEX-chr1-153955190-153955289	chr1	153955190	153955289	0	0
CEX-chr1-153955684-153955783	chr1	153955684	153955783	0	0
CEX-chr1-153955976-153956075	chr1	153955976	153956075	0	0
CEX-chr1-153957125-153957277	chr1	153957125	153957277	0	0
CEX-chr1-153958587-153958714	chr1	153958587	153958714	0	0
CEX-chr1-153963226-153963325	chr1	153963226	153963325	0	0
CEX-chr1-153963589-153963785	chr1	153963589	153963785	0	0
CEX-chr1-153963990-153964154	chr1	153963990	153964154	0	0
CEX-chr1-153964496-153964595	chr1	153964496	153964595	0	0
CEX-chr1-153965309-153965413	chr1	153965309	153965413	0	0
CEX-chr1-153965479-153965578	chr1	153965479	153965578	0	0
CEX-chr1-153967550-153967658	chr1	153967550	153967658	0	0
CEX-chr1-153973330-153973538	chr1	153973330	153973538	0	0
CEX-chr1-153974209-153974463	chr1	153974209	153974463	0	0
CEX-chr1-153982446-153982599	chr1	153982446	153982599	0	0
CEX-chr1-153984718-153984848	chr1	153984718	153984848	0	0
CEX-chr1-153991407-153991547	chr1	153991407	153991547	0	0
CEX-chr1-153994600-153994821	chr1	153994600	153994821	0	0
CEX-chr1-153995576-153995775	chr1	153995576	153995775	0	0
CEX-chr1-153998016-153998194	chr1	153998016	153998194	0	0
CEX-chr1-153999978-154000077	chr1	153999978	154000077	0	0
CEX-chr1-154002340-154002532	chr1	154002340	154002532	0	0
CEX-chr1-154018543-154018678	chr1	154018543	154018678	0	0
CEX-chr1-154018756-154018855	chr1	154018756	154018855	0	0
CEX-chr1-154026702-154026885	chr1	154026702	154026885	0	0
CEX-chr1-154027228-154027327	chr1	154027228	154027327	0	0
CEX-chr1-154029289-154029468	chr1	154029289	154029468	0	0
CEX-chr1-154030563-154030694	chr1	154030563	154030694	0	0
CEX-chr1-154031039-154031171	chr1	154031039	154031171	0	0
CEX-chr1-154033014-154033119	chr1	154033014	154033119	0	0
CEX-chr1-154033416-154033524	chr1	154033416	154033524	0	0
CEX-chr1-154034057-154034209	chr1	154034057	154034209	0	0
CEX-chr1-154042747-154042943	chr1	154042747	154042943	0	0
CEX-chr1-154061895-154062072	chr1	154061895	154062072	0	0
CEX-chr1-154067409-154067634	chr1	154067409	154067634	0	0
CEX-chr1-154072472-154072621	chr1	154072472	154072621	0	0
CEX-chr1-154076486-154076688	chr1	154076486	154076688	0	0
CEX-chr1-154090199-154090358	chr1	154090199	154090358	0	0
CEX-chr1-154091145-154091286	chr1	154091145	154091286	0	0
CEX-chr1-154098797-154098941	chr1	154098797	154098941	0	0
CEX-chr1-154099785-154099895	chr1	154099785	154099895	0	0
CEX-chr1-154101738-154101837	chr1	154101738	154101837	0	0
CEX-chr1-154108258-154108450	chr1	154108258	154108450	0	0
CEX-chr1-154110580-154110759	chr1	154110580	154110759	0	0
CEX-chr1-154112276-154112430	chr1	154112276	154112430	0	0
CEX-chr1-154113904-154114003	chr1	154113904	154114003	0	0
CEX-chr1-154115920-154116055	chr1	154115920	154116055	0	0
CEX-chr1-154125210-154125350	chr1	154125210	154125350	0	0
CEX-chr1-154127316-154127522	chr1	154127316	154127522	0	0
CEX-chr1-154130064-154130248	chr1	154130064	154130248	0	0
CEX-chr1-154131394-154131575	chr1	154131394	154131575	0	0
CEX-chr1-154140362-154140484	chr1	154140362	154140484	0	0
CEX-chr1-154141730-154141910	chr1	154141730	154141910	0	0
CEX-chr1-154142821-154142996	chr1	154142821	154142996	0	0
CEX-chr1-154143074-154143238	chr1	154143074	154143238	0	0
CEX-chr1-154143838-154144015	chr1	154143838	154144015	0	0
CEX-chr1-154144453-154144990	chr1	154144453	154144990	0	0
CEX-chr1-154145329-154145505	chr1	154145329	154145505	0	0
CEX-chr1-154145509-154145728	chr1	154145509	154145728	0	0
CEX-chr1-154148540-154148775	chr1	154148540	154148775	0	0
CEX-chr1-154155413-154155646	chr1	154155413	154155646	0	0
CEX-chr1-154163611-154163838	chr1	154163611	154163838	0	0
CEX-chr1-154164327-154164545	chr1	154164327	154164545	0	0
CEX-chr1-154166071-154166230	chr1	154166071	154166230	0	0
CEX-chr1-154171901-154172006	chr1	154171901	154172006	0	0
CEX-chr1-154172933-154173066	chr1	154172933	154173066	0	0
CEX-chr1-154178045-154178144	chr1	154178045	154178144	0	0
CEX-chr1-154178659-154178817	chr1	154178659	154178817	0	0
CEX-chr1-154179926-154180126	chr1	154179926	154180126	0	0
CEX-chr1-154184774-154184873	chr1	154184774	154184873	0	0
CEX-chr1-154184932-154185102	chr1	154184932	154185102	0	0
CEX-chr1-154186346-154186445	chr1	154186346	154186445	0	0
CEX-chr1-154186931-154187052	chr1	154186931	154187052	0	0
CEX-chr1-154192310-154192415	chr1	154192310	154192415	0	0
CEX-chr1-154192801-154192900	chr1	154192801	154192900	0	0
CEX-chr1-154197595-154197694	chr1	154197595	154197694	0	0
CEX-chr1-154199747-154199846	chr1	154199747	154199846	0	0
CEX-chr1-154201089-154201203	chr1	154201089	154201203	0	0
CEX-chr1-154207065-154207268	chr1	154207065	154207268	0	0
CEX-chr1-154207620-154207770	chr1	154207620	154207770	0	0
CEX-chr1-154209015-154209114	chr1	154209015	154209114	0	0
CEX-chr1-154209498-154209614	chr1	154209498	154209614	0	0
CEX-chr1-154213966-154214065	chr1	154213966	154214065	0	0
CEX-chr1-154215686-154215785	chr1	154215686	154215785	0	0
CEX-chr1-154218678-154218853	chr1	154218678	154218853	0	0
CEX-chr1-154221713-154221915	chr1	154221713	154221915	0	0
CEX-chr1-154223515-154223796	chr1	154223515	154223796	0	0
CEX-chr1-154223955-154224131	chr1	154223955	154224131	0	0
CEX-chr1-154226363-154226567	chr1	154226363	154226567	0	0
CEX-chr1-154227230-154227389	chr1	154227230	154227389	0	0
CEX-chr1-154227626-154227804	chr1	154227626	154227804	0	0
CEX-chr1-154228146-154228245	chr1	154228146	154228245	0	0
CEX-chr1-154229537-154229736	chr1	154229537	154229736	0	0
CEX-chr1-154229817-154229916	chr1	154229817	154229916	0	0
CEX-chr1-154231430-154231529	chr1	154231430	154231529	0	0
CEX-chr1-154232415-154232514	chr1	154232415	154232514	0	0
CEX-chr1-154233366-154233587	chr1	154233366	154233587	0	0
CEX-chr1-154234016-154234175	chr1	154234016	154234175	0	0
CEX-chr1-154235554-154235653	chr1	154235554	154235653	0	0
CEX-chr1-154238961-154239060	chr1	154238961	154239060	0	0
CEX-chr1-154241231-154241432	chr1	154241231	154241432	0	0
CEX-chr1-154241813-154241912	chr1	154241813	154241912	0	0
CEX-chr1-154242674-154242961	chr1	154242674	154242961	0	0
CEX-chr1-154243326-154243425	chr1	154243326	154243425	0	0
CEX-chr1-154245149-154245303	chr1	154245149	154245303	0	0
CEX-chr1-154245761-154246125	chr1	154245761	154246125	0	0
CEX-chr1-154246155-154246488	chr1	154246155	154246488	0	0
CEX-chr1-154247362-154247528	chr1	154247362	154247528	0	0
CEX-chr1-154247542-154247787	chr1	154247542	154247787	0	0
CEX-chr1-154247818-154248010	chr1	154247818	154248010	0	0
CEX-chr1-154248041-154248228	chr1	154248041	154248228	0	0
CEX-chr1-154293630-154293738	chr1	154293630	154293738	0	0
CEX-chr1-154294376-154294537	chr1	154294376	154294537	0	0
CEX-chr1-154295456-154295597	chr1	154295456	154295597	0	0
CEX-chr1-154295715-154295837	chr1	154295715	154295837	0	0
CEX-chr1-154296063-154296370	chr1	154296063	154296370	0	0
CEX-chr1-154296756-154296958	chr1	154296756	154296958	0	0
CEX-chr1-154300257-154300356	chr1	154300257	154300356	0	0
CEX-chr1-154300565-154300664	chr1	154300565	154300664	0	0
CEX-chr1-154301402-154301557	chr1	154301402	154301557	0	0
CEX-chr1-154302852-154302951	chr1	154302852	154302951	0	0
CEX-chr1-154303289-154303406	chr1	154303289	154303406	0	0
CEX-chr1-154303522-154303624	chr1	154303522	154303624	0	0
CEX-chr1-154303901-154304000	chr1	154303901	154304000	0	0
CEX-chr1-154304069-154304168	chr1	154304069	154304168	0	0
CEX-chr1-154304416-154304515	chr1	154304416	154304515	0	0
CEX-chr1-154305084-154305183	chr1	154305084	154305183	0	0
CEX-chr1-154306581-154306743	chr1	154306581	154306743	0	0
CEX-chr1-154306974-154307073	chr1	154306974	154307073	0	0
CEX-chr1-154309822-154310152	chr1	154309822	154310152	0	0
CEX-chr1-154313328-154313540	chr1	154313328	154313540	0	0
CEX-chr1-154313576-154313735	chr1	154313576	154313735	0	0
CEX-chr1-154314928-154315027	chr1	154314928	154315027	0	0
CEX-chr1-154315270-154315439	chr1	154315270	154315439	0	0
CEX-chr1-154315587-154315779	chr1	154315587	154315779	0	0
CEX-chr1-154315927-154316046	chr1	154315927	154316046	0	0
CEX-chr1-154316367-154316535	chr1	154316367	154316535	0	0
CEX-chr1-154316617-154316732	chr1	154316617	154316732	0	0
CEX-chr1-154316869-154316978	chr1	154316869	154316978	0	0
CEX-chr1-154317115-154317263	chr1	154317115	154317263	0	0
CEX-chr1-154317445-154317632	chr1	154317445	154317632	0	0
CEX-chr1-154317796-154318023	chr1	154317796	154318023	0	0
CEX-chr1-154318268-154318367	chr1	154318268	154318367	0	0
CEX-chr1-154318705-154318954	chr1	154318705	154318954	0	0
CEX-chr1-154319094-154319236	chr1	154319094	154319236	0	0
CEX-chr1-154320882-154321016	chr1	154320882	154321016	0	0
CEX-chr1-154321314-154321596	chr1	154321314	154321596	0	0
CEX-chr1-154378043-154378198	chr1	154378043	154378198	0	0
CEX-chr1-154401670-154401922	chr1	154401670	154401922	0	0
CEX-chr1-154402957-154403126	chr1	154402957	154403126	0	0
CEX-chr1-154406993-154407178	chr1	154406993	154407178	0	0
CEX-chr1-154407464-154407634	chr1	154407464	154407634	0	0
CEX-chr1-154408443-154408588	chr1	154408443	154408588	0	0
CEX-chr1-154409910-154410020	chr1	154409910	154410020	0	0
CEX-chr1-154417497-154417596	chr1	154417497	154417596	0	0
CEX-chr1-154420575-154420674	chr1	154420575	154420674	0	0
CEX-chr1-154422372-154422471	chr1	154422372	154422471	0	0
CEX-chr1-154426961-154427060	chr1	154426961	154427060	0	0
CEX-chr1-154437608-154437858	chr1	154437608	154437858	0	0
CEX-chr1-154442780-154442879	chr1	154442780	154442879	0	0
CEX-chr1-154456623-154456813	chr1	154456623	154456813	0	0
CEX-chr1-154458417-154458540	chr1	154458417	154458540	0	0
CEX-chr1-154459001-154459161	chr1	154459001	154459161	0	0
CEX-chr1-154461525-154461834	chr1	154461525	154461834	0	0
CEX-chr1-154471586-154471716	chr1	154471586	154471716	0	0
CEX-chr1-154473910-154474508	chr1	154473910	154474508	0	0
CEX-chr1-154479331-154479430	chr1	154479331	154479430	0	0
CEX-chr1-154479707-154479806	chr1	154479707	154479806	0	0
CEX-chr1-154480879-154480978	chr1	154480879	154480978	0	0
CEX-chr1-154492766-154492865	chr1	154492766	154492865	0	0
CEX-chr1-154493797-154493957	chr1	154493797	154493957	0	0
CEX-chr1-154514472-154514571	chr1	154514472	154514571	0	0
CEX-chr1-154515203-154515302	chr1	154515203	154515302	0	0
CEX-chr1-154516437-154516616	chr1	154516437	154516616	0	0
CEX-chr1-154516846-154516995	chr1	154516846	154516995	0	0
CEX-chr1-154517269-154517427	chr1	154517269	154517427	0	0
CEX-chr1-154519883-154520035	chr1	154519883	154520035	0	0
CEX-chr1-154520120-154520219	chr1	154520120	154520219	0	0
CEX-chr1-154522880-154522979	chr1	154522880	154522979	0	0
CEX-chr1-154523398-154523497	chr1	154523398	154523497	0	0
CEX-chr1-154523871-154523970	chr1	154523871	154523970	0	0
CEX-chr1-154524222-154524321	chr1	154524222	154524321	0	0
CEX-chr1-154524377-154524476	chr1	154524377	154524476	0	0
CEX-chr1-154524565-154524664	chr1	154524565	154524664	0	0
CEX-chr1-154524861-154524960	chr1	154524861	154524960	0	0
CEX-chr1-154525205-154525304	chr1	154525205	154525304	0	0
CEX-chr1-154525506-154525650	chr1	154525506	154525650	0	0
CEX-chr1-154527187-154527286	chr1	154527187	154527286	0	0
CEX-chr1-154527902-154528010	chr1	154527902	154528010	0	0
CEX-chr1-154528334-154528442	chr1	154528334	154528442	0	0
CEX-chr1-154530701-154531031	chr1	154530701	154531031	0	0
CEX-chr1-154540470-154540635	chr1	154540470	154540635	0	0
CEX-chr1-154541887-154542134	chr1	154541887	154542134	0	0
CEX-chr1-154542217-154542363	chr1	154542217	154542363	0	0
CEX-chr1-154542683-154542894	chr1	154542683	154542894	0	0
CEX-chr1-154543614-154544688	chr1	154543614	154544688	0	0
CEX-chr1-154548187-154548459	chr1	154548187	154548459	0	0
CEX-chr1-154557231-154557570	chr1	154557231	154557570	0	0
CEX-chr1-154557642-154557871	chr1	154557642	154557871	0	0
CEX-chr1-154558178-154558392	chr1	154558178	154558392	0	0
CEX-chr1-154558606-154558890	chr1	154558606	154558890	0	0
CEX-chr1-154560550-154560785	chr1	154560550	154560785	0	0
CEX-chr1-154560976-154561200	chr1	154560976	154561200	0	0
CEX-chr1-154561794-154561989	chr1	154561794	154561989	0	0
CEX-chr1-154562182-154562455	chr1	154562182	154562455	0	0
CEX-chr1-154562609-154562936	chr1	154562609	154562936	0	0
CEX-chr1-154569230-154569522	chr1	154569230	154569522	0	0
CEX-chr1-154569548-154569794	chr1	154569548	154569794	0	0
CEX-chr1-154570253-154570503	chr1	154570253	154570503	0	0
CEX-chr1-154570827-154571112	chr1	154570827	154571112	0	0
CEX-chr1-154573466-154575153	chr1	154573466	154575153	0	0
CEX-chr1-154580395-154580533	chr1	154580395	154580533	0	0
CEX-chr1-154600290-154600474	chr1	154600290	154600474	0	0
CEX-chr1-154680401-154680799	chr1	154680401	154680799	0	0
CEX-chr1-154685889-154686060	chr1	154685889	154686060	0	0
CEX-chr1-154687301-154687530	chr1	154687301	154687530	0	0
CEX-chr1-154698341-154698553	chr1	154698341	154698553	0	0
CEX-chr1-154705428-154705671	chr1	154705428	154705671	0	0
CEX-chr1-154709472-154709571	chr1	154709472	154709571	0	0
CEX-chr1-154744369-154744920	chr1	154744369	154744920	0	0
CEX-chr1-154794514-154794711	chr1	154794514	154794711	0	0
CEX-chr1-154832120-154832239	chr1	154832120	154832239	0	0
CEX-chr1-154841457-154842725	chr1	154841457	154842725	0	0
CEX-chr1-154897603-154897743	chr1	154897603	154897743	0	0
CEX-chr1-154898828-154898961	chr1	154898828	154898961	0	0
CEX-chr1-154901498-154901654	chr1	154901498	154901654	0	0
CEX-chr1-154904750-154904909	chr1	154904750	154904909	0	0
CEX-chr1-154909065-154909164	chr1	154909065	154909164	0	0
CEX-chr1-154917497-154917596	chr1	154917497	154917596	0	0
CEX-chr1-154918046-154919281	chr1	154918046	154919281	0	0
CEX-chr1-154919721-154920026	chr1	154919721	154920026	0	0
CEX-chr1-154920104-154920203	chr1	154920104	154920203	0	0
CEX-chr1-154920360-154920519	chr1	154920360	154920519	0	0
CEX-chr1-154920607-154920911	chr1	154920607	154920911	0	0
CEX-chr1-154923706-154923875	chr1	154923706	154923875	0	0
CEX-chr1-154923930-154924029	chr1	154923930	154924029	0	0
CEX-chr1-154924219-154924399	chr1	154924219	154924399	0	0
CEX-chr1-154926123-154926222	chr1	154926123	154926222	0	0
CEX-chr1-154931253-154932324	chr1	154931253	154932324	0	0
CEX-chr1-154933368-154933527	chr1	154933368	154933527	0	0
CEX-chr1-154933897-154934054	chr1	154933897	154934054	0	0
CEX-chr1-154936277-154936409	chr1	154936277	154936409	0	0
CEX-chr1-154936565-154936844	chr1	154936565	154936844	0	0
CEX-chr1-154937845-154938259	chr1	154937845	154938259	0	0
CEX-chr1-154938420-154938558	chr1	154938420	154938558	0	0
CEX-chr1-154938623-154938722	chr1	154938623	154938722	0	0
CEX-chr1-154938793-154938995	chr1	154938793	154938995	0	0
CEX-chr1-154940145-154940275	chr1	154940145	154940275	0	0
CEX-chr1-154940432-154940531	chr1	154940432	154940531	0	0
CEX-chr1-154940657-154940756	chr1	154940657	154940756	0	0
CEX-chr1-154940969-154941092	chr1	154940969	154941092	0	0
CEX-chr1-154941229-154941328	chr1	154941229	154941328	0	0
CEX-chr1-154941840-154941939	chr1	154941840	154941939	0	0
CEX-chr1-154942506-154943013	chr1	154942506	154943013	0	0
CEX-chr1-154947202-154947301	chr1	154947202	154947301	0	0
CEX-chr1-154947333-154947432	chr1	154947333	154947432	0	0
CEX-chr1-154950461-154950607	chr1	154950461	154950607	0	0
